"Income" "Loan" "Default" "Age" "Gender" "Education" "Children" "Employment" "Adress" "Phone" "Customer" "Term" "Limit"
46.387 11.695 1 32 "F" "N" 1 60 188 "Y" "N" 36 11.597
45.63 11.408 1 34 "F" "H" 2 28 180 "Y" "N" 36 11.408
51.063 12.766 0 37 "F" "H" 3 28 49 "Y" "N" 36 12.766
48.403 12.101 0 24 "M" "H" 1 34 21 "Y" "N" 36 12.101
47.749 12.044 0 23 "F" "N" 0 14 36 "Y" "N" 36 11.937
46.052 11.513 1 36 "F" "M" 2 24 156 "Y" "N" 36 11.513
36.841 12.785 0 30 "M" "H" 0 47 22 "Y" "N" 36 9.21
49.717 12.429 0 37 "F" "H" 1 8 156 "Y" "N" 36 12.429
50.025 12.612 0 24 "F" "H" 0 13 216 "Y" "N" 36 12.508
47.398 11.849 0 35 "F" "M" 1 48 108 "Y" "N" 36 11.849
44.008 11.002 0 23 "F" "M" 1 52 36 "Y" "N" 36 11.002
46.781 11.695 1 31 "M" "H" 0 14 6 "Y" "N" 36 11.695
45.63 11.408 0 28 "F" "M" 2 69 120 "N" "N" 36 11.408
50.446 12.612 1 24 "M" "H" 0 27 12 "N" "N" 36 12.612
47.008 11.849 1 22 "M" "H" 0 8 99 "Y" "N" 36 11.754
51.597 12.899 0 44 "M" "H" 3 188 56 "Y" "E" 36 12.899
51.063 12.766 0 25 "M" "H" 1 25 108 "Y" "N" 36 12.766
46.052 11.513 0 35 "M" "M" 0 8 19 "N" "N" 36 11.513
46.17 11.542 0 46 "M" "H" 2 168 180 "Y" "N" 36 11.542
45.159 11.29 1 24 "M" "M" 0 16 85 "Y" "N" 36 11.29
42.387 10.597 0 29 "F" "M" 2 46 78 "Y" "N" 36 10.597
45.847 11.462 0 26 "F" "S" 1 8 12 "Y" "N" 36 11.462
51.063 12.766 0 25 "M" "N" 0 11 170 "Y" "N" 36 12.766
51.597 12.899 0 35 "M" "M" 0 33 171 "Y" "N" 36 12.899
50.446 12.612 0 38 "M" "H" 2 4 120 "Y" "N" 36 12.612
43.279 10.82 0 26 "F" "H" 1 4 24 "N" "N" 36 10.82
51.597 12.899 0 33 "F" "H" 3 20 18 "Y" "N" 36 12.899
44.26 11.513 0 33 "F" "H" 1 20 363 "Y" "N" 36 11.065
43.279 10.82 0 25 "M" "M" 0 30 110 "Y" "N" 36 10.82
52.489 13.122 1 24 "M" "M" 0 17 295 "Y" "N" 36 13.122
50.446 12.612 0 33 "F" "M" 2 19 82 "Y" "E" 36 12.612
46.052 11.513 0 35 "M" "M" 0 72 120 "N" "N" 36 11.513
39.614 12.206 0 52 "M" "H" 2 24 12 "N" "N" 36 12.206
48.824 12.206 0 48 "M" "M" 2 62 204 "Y" "E" 36 12.206
47.663 11.918 1 38 "M" "H" 1 84 456 "Y" "N" 36 11.916
44.008 11.002 1 22 "M" "M" 0 21 72 "Y" "N" 36 11.002
49.717 12.429 0 23 "M" "H" 0 8 85 "Y" "N" 36 12.429
43.279 10.82 0 40 "M" "N" 1 18 408 "Y" "N" 36 10.82
51.597 12.899 1 25 "M" "N" 0 4 311 "Y" "N" 36 12.899
47.674 11.918 0 46 "F" "M" 2 119 156 "Y" "N" 36 11.918
49.383 12.346 0 27 "M" "H" 1 24 36 "N" "E" 36 12.346
46.976 12.101 0 29 "F" "H" 1 44 144 "Y" "N" 36 11.75
51.597 12.899 0 26 "F" "N" 0 18 117 "N" "N" 36 12.899
46.052 11.513 0 26 "M" "M" 2 26 13 "N" "N" 36 11.513
41.1 10.275 0 25 "M" "H" 1 26 11 "Y" "N" 36 10.275
51.597 12.899 0 34 "F" "M" 1 9 160 "N" "N" 36 12.899
46.052 11.513 0 51 "F" "M" 2 8 240 "Y" "N" 36 11.513
46.99 11.983 0 25 "M" "M" 0 61 300 "Y" "N" 36 11.747
49.717 12.429 0 50 "F" "H" 1 123 57 "Y" "N" 36 12.429
49.717 12.429 0 51 "F" "M" 1 69 564 "Y" "N" 36 12.429
51.597 12.899 1 24 "M" "M" 0 20 98 "N" "N" 36 12.899
44.204 11.051 0 25 "M" "M" 1 56 72 "Y" "N" 36 11.051
51.597 12.899 1 29 "M" "H" 0 10 98 "Y" "N" 36 12.899
50.446 12.612 0 48 "M" "M" 1 149 123 "Y" "N" 36 12.612
47.674 11.918 1 30 "M" "N" 1 86 300 "Y" "N" 36 11.918
48.682 12.346 1 24 "M" "H" 0 23 36 "Y" "N" 36 12.172
51.063 12.766 1 37 "M" "H" 1 18 10 "N" "N" 36 12.766
49.717 12.429 1 33 "F" "M" 1 48 6 "Y" "N" 36 12.429
46.714 11.849 0 56 "M" "M" 0 66 101 "N" "N" 36 11.686
50.446 12.612 1 34 "M" "H" 2 48 79 "Y" "N" 36 12.612
46.052 11.513 0 25 "F" "S" 0 37 113 "Y" "N" 36 11.513
47.932 11.983 0 33 "F" "M" 1 21 204 "Y" "N" 36 11.983
50.446 12.612 0 24 "F" "H" 1 12 49 "Y" "N" 36 12.612
47.674 11.918 0 31 "F" "H" 1 21 132 "Y" "N" 36 11.918
51.175 12.835 1 44 "F" "H" 0 43 240 "Y" "N" 36 12.795
50.446 12.612 1 51 "F" "M" 1 136 420 "Y" "N" 36 12.612
49.486 12.429 0 49 "M" "M" 0 48 13 "Y" "N" 36 12.372
45.63 11.408 1 29 "M" "H" 0 53 349 "Y" "N" 36 11.408
43.279 10.82 0 37 "F" "M" 1 22 248 "Y" "N" 36 10.82
45.402 11.35 1 28 "M" "M" 0 9 28 "Y" "N" 36 11.35
48.824 12.206 1 44 "M" "M" 1 19 216 "N" "N" 36 12.206
47.674 11.918 1 34 "M" "M" 1 46 408 "Y" "N" 36 11.918
43.42 11.43 0 40 "F" "M" 2 41 57 "Y" "N" 36 10.855
49.717 12.429 1 27 "M" "M" 0 12 121 "Y" "N" 36 12.429
48.491 12.206 0 45 "M" "H" 1 9 1 "N" "N" 36 12.128
52.943 13.236 0 24 "M" "H" 0 21 161 "Y" "N" 36 13.236
46.781 11.695 1 32 "F" "H" 2 25 144 "Y" "N" 36 11.695
47.932 12.044 0 25 "M" "H" 0 63 197 "Y" "N" 36 11.989
47.613 12.206 1 35 "F" "M" 2 11 35 "Y" "E" 36 11.903
49.717 12.429 0 35 "M" "M" 1 6 60 "Y" "N" 36 12.429
47.101 11.775 0 24 "M" "M" 0 35 60 "Y" "N" 36 11.775
41.617 10.404 0 29 "F" "H" 1 78 4 "Y" "N" 36 10.404
47.674 11.918 0 31 "M" "M" 1 30 348 "N" "N" 36 11.918
51.597 12.899 0 36 "F" "H" 1 48 89 "Y" "N" 36 12.899
46.052 11.513 0 23 "M" "N" 0 3 72 "Y" "N" 36 11.513
51.496 12.874 0 44 "M" "H" 2 16 85 "Y" "N" 36 12.874
45.159 11.29 0 40 "M" "N" 2 12 87 "Y" "E" 36 11.29
49.717 12.429 1 28 "M" "H" 1 18 18 "Y" "N" 36 12.429
51.597 12.899 0 24 "M" "S" 0 16 72 "Y" "N" 36 12.899
48.403 12.101 0 34 "F" "M" 2 8 24 "Y" "N" 36 12.101
48.174 12.044 0 24 "F" "N" 1 15 60 "Y" "N" 36 12.044
43.279 10.82 0 30 "F" "S" 0 13 119 "N" "N" 36 10.82
49.114 12.278 0 27 "F" "N" 1 58 336 "Y" "N" 36 12.278
48.824 12.206 1 56 "M" "H" 1 40 84 "Y" "N" 36 12.206
47.162 11.791 0 44 "M" "N" 0 15 57 "Y" "N" 36 11.791
44.008 11.002 1 25 "F" "H" 0 4 36 "Y" "E" 36 11.002
47.674 11.918 0 29 "M" "M" 0 64 57 "Y" "N" 36 11.918
47.798 12.206 0 27 "F" "H" 1 33 324 "Y" "E" 36 11.949
43.66 10.915 0 32 "F" "H" 1 44 120 "Y" "N" 36 10.915
45.495 11.918 0 35 "M" "M" 2 14 90 "Y" "N" 36 11.379
41.236 10.309 1 29 "M" "M" 1 41 60 "Y" "N" 36 10.309
51.597 12.899 0 38 "F" "M" 1 13 60 "Y" "N" 36 12.899
47.101 11.775 1 30 "M" "N" 1 8 177 "Y" "N" 36 11.775
49.717 12.429 1 49 "M" "H" 0 14 163 "Y" "N" 36 12.429
51.27 12.899 1 23 "F" "H" 0 32 36 "N" "N" 36 12.818
47.398 11.849 1 26 "M" "H" 0 20 56 "Y" "N" 36 11.849
48.824 12.206 0 22 "F" "H" 0 28 24 "N" "N" 36 12.206
46.052 11.513 0 43 "F" "H" 2 58 144 "N" "N" 36 11.513
50.311 12.612 0 37 "M" "H" 0 7 204 "Y" "N" 36 12.603
49.717 12.429 1 42 "M" "M" 3 10 263 "Y" "N" 36 12.429
44.625 11.156 0 48 "F" "H" 1 162 167 "Y" "E" 36 11.156
48.824 12.206 0 36 "M" "S" 1 8 216 "N" "N" 36 12.206
30.584 10.851 0 26 "F" "H" 0 41 24 "N" "N" 36 7.646
51.597 12.899 0 44 "F" "H" 1 40 60 "Y" "N" 36 12.899
48.824 12.206 0 48 "M" "H" 2 145 72 "Y" "N" 36 12.206
50.446 12.612 1 45 "M" "H" 2 13 240 "Y" "N" 36 12.612
50.446 12.612 1 36 "M" "M" 2 8 7 "Y" "N" 36 12.612
44.625 11.156 1 33 "F" "M" 1 20 12 "N" "N" 36 11.156
46.052 11.513 0 40 "F" "M" 1 27 6 "N" "N" 36 11.513
51.597 12.899 1 39 "F" "H" 1 35 6 "Y" "E" 36 12.899
46.052 11.513 1 43 "M" "H" 1 4 144 "Y" "N" 36 11.513
48.824 12.206 1 28 "M" "M" 0 8 120 "Y" "N" 36 12.206
49.717 12.429 0 38 "M" "M" 2 46 209 "Y" "N" 36 12.429
44.329 11.156 0 25 "F" "M" 0 25 48 "Y" "N" 36 11.086
48.824 12.206 0 46 "F" "M" 2 4 168 "Y" "N" 36 12.206
47.856 11.964 0 23 "M" "H" 0 29 1 "Y" "N" 36 11.964
47.674 11.918 0 30 "M" "H" 0 93 47 "N" "N" 36 11.918
51.597 12.899 1 33 "M" "M" 2 16 68 "N" "N" 36 12.899
43.279 10.82 0 40 "M" "H" 0 28 13 "N" "N" 36 10.82
43.279 10.82 0 23 "F" "M" 0 46 4 "Y" "N" 36 10.82
49.776 12.543 0 43 "F" "M" 1 288 264 "Y" "N" 36 12.444
48.619 12.155 0 31 "F" "H" 1 27 81 "Y" "N" 36 12.155
49.717 12.429 0 39 "M" "M" 1 96 216 "Y" "N" 36 12.429
54.369 13.592 0 28 "M" "M" 0 56 126 "Y" "N" 36 13.592
48.824 12.206 0 23 "F" "H" 1 80 228 "Y" "N" 36 12.206
47.162 12.206 0 56 "M" "M" 2 84 312 "Y" "E" 36 11.795
51.597 12.899 1 50 "M" "H" 2 88 344 "N" "N" 36 12.899
44.625 11.156 0 34 "F" "M" 1 33 60 "N" "N" 36 11.156
48.824 12.206 0 39 "M" "H" 1 42 84 "N" "N" 36 12.206
44.625 11.156 0 52 "F" "H" 2 336 120 "Y" "N" 36 11.156
49.717 12.429 0 31 "F" "H" 1 13 12 "Y" "N" 36 12.429
47.932 11.983 1 30 "M" "M" 0 52 240 "N" "N" 36 11.983
44.008 11.002 1 38 "F" "M" 2 9 3 "N" "N" 36 11.002
47.674 11.918 0 37 "M" "M" 2 17 444 "Y" "N" 36 11.918
46.052 11.513 0 52 "M" "M" 2 103 36 "N" "N" 36 11.513
46.052 11.513 0 28 "M" "M" 1 16 60 "Y" "N" 36 11.513
51.597 12.899 1 47 "F" "H" 2 50 48 "Y" "N" 36 12.899
45.159 11.29 0 32 "F" "H" 1 115 192 "N" "N" 36 11.29
48.824 12.206 1 28 "M" "H" 0 3 74 "Y" "N" 36 12.206
45.63 11.513 0 28 "F" "M" 0 49 336 "Y" "N" 36 11.413
47.593 11.918 0 41 "F" "H" 1 161 120 "Y" "N" 36 11.9
46.052 11.513 1 26 "M" "M" 1 10 63 "N" "N" 36 11.513
43.279 10.82 0 28 "F" "M" 0 80 13 "Y" "E" 36 10.82
45.888 11.513 0 48 "F" "M" 1 81 588 "N" "N" 36 11.477
53.219 13.305 1 39 "M" "M" 2 10 12 "Y" "N" 36 13.305
51.392 12.879 0 48 "M" "H" 1 43 48 "N" "E" 36 12.87
51.597 12.899 0 36 "M" "H" 1 64 24 "Y" "N" 36 12.899
51.597 12.899 0 40 "F" "S" 1 44 71 "Y" "N" 36 12.899
48.959 12.429 0 29 "F" "H" 1 12 168 "Y" "N" 36 12.24
51.063 12.766 0 27 "M" "M" 1 15 26 "Y" "N" 36 12.766
52.489 13.122 1 27 "M" "P" 0 14 139 "Y" "N" 36 13.122
44.625 11.156 1 40 "F" "M" 1 49 27 "Y" "N" 36 11.156
50.446 12.612 1 21 "M" "N" 0 14 82 "Y" "N" 36 12.612
49.717 12.429 0 46 "F" "N" 2 40 72 "Y" "E" 36 12.429
50.446 12.612 0 24 "F" "H" 0 6 216 "Y" "N" 36 12.612
46.052 11.513 0 52 "F" "H" 1 4 36 "Y" "N" 36 11.513
46.433 11.608 0 36 "M" "M" 1 180 432 "Y" "N" 36 11.608
46.052 11.918 0 32 "F" "M" 2 13 42 "Y" "N" 36 11.522
46.052 11.513 0 34 "F" "N" 1 10 120 "Y" "N" 36 11.513
49.717 12.429 0 34 "M" "M" 1 4 324 "Y" "N" 36 12.429
41.852 10.463 0 33 "F" "M" 2 12 240 "Y" "N" 36 10.463
47.12 12.206 0 41 "M" "P" 2 80 79 "Y" "N" 36 11.78
45.718 11.695 0 52 "M" "H" 2 4 84 "Y" "N" 36 11.434
51.597 12.899 0 38 "F" "M" 1 65 124 "N" "N" 36 12.899
42.858 10.714 1 22 "F" "M" 0 16 84 "Y" "N" 36 10.714
51.597 12.899 0 51 "M" "H" 2 26 24 "Y" "N" 36 12.899
49.717 12.429 0 51 "F" "H" 0 15 26 "Y" "N" 36 12.429
44.008 11.002 0 27 "F" "H" 0 21 36 "N" "N" 36 11.002
42.387 10.597 0 23 "M" "M" 0 26 17 "Y" "N" 36 10.597
51.063 12.766 1 37 "M" "H" 1 72 60 "Y" "N" 36 12.766
47.674 11.918 0 35 "M" "M" 0 51 12 "Y" "N" 36 11.918
44.008 11.002 0 33 "M" "H" 2 37 24 "Y" "N" 36 11.002
46.944 11.736 0 24 "F" "H" 0 12 42 "Y" "N" 36 11.736
42.387 10.597 0 43 "M" "N" 0 192 96 "Y" "N" 36 10.597
49.717 12.429 1 51 "F" "M" 4 15 312 "Y" "N" 36 12.429
50.446 12.612 0 22 "M" "H" 0 3 168 "Y" "N" 36 12.612
49.224 12.612 0 43 "M" "M" 2 278 4 "Y" "N" 36 12.309
43.279 10.82 1 52 "M" "M" 2 84 233 "Y" "N" 36 10.82
51.597 12.899 0 40 "F" "H" 1 36 108 "Y" "N" 36 12.899
50.446 12.612 0 28 "F" "H" 1 11 150 "Y" "N" 36 12.612
50.446 12.612 1 41 "M" "H" 1 6 107 "Y" "N" 36 12.612
48.824 12.206 1 38 "F" "H" 1 29 23 "N" "N" 36 12.206
45.35 11.695 0 45 "F" "H" 0 12 204 "N" "N" 36 11.338
49.638 12.612 1 51 "M" "M" 2 7 276 "Y" "N" 36 12.41
51.597 12.899 0 47 "F" "H" 1 41 19 "Y" "N" 36 12.899
43.279 10.82 0 30 "F" "H" 2 37 84 "Y" "N" 36 10.82
46.781 11.695 0 51 "M" "M" 1 68 96 "N" "N" 36 11.695
44.625 11.156 0 26 "F" "H" 1 5 108 "Y" "N" 36 11.156
46.052 11.513 0 48 "F" "M" 2 168 1 "Y" "N" 36 11.513
46.052 11.513 0 41 "M" "M" 2 23 216 "Y" "N" 36 11.513
47.252 11.813 0 25 "F" "H" 0 79 300 "N" "N" 36 11.813
48.403 12.101 0 48 "M" "H" 1 28 48 "Y" "N" 36 12.101
45.776 11.513 0 34 "M" "H" 1 84 408 "Y" "N" 36 11.444
48.824 12.206 0 41 "F" "M" 0 12 180 "Y" "N" 36 12.206
48.824 12.206 0 44 "M" "M" 1 42 12 "Y" "N" 36 12.206
51.597 12.899 1 29 "M" "N" 2 26 36 "Y" "N" 36 12.899
45.006 11.252 0 49 "F" "H" 3 72 60 "Y" "N" 36 11.252
41.236 10.309 0 46 "F" "H" 2 79 183 "Y" "E" 36 10.309
48.824 12.206 0 34 "M" "M" 2 40 51 "Y" "N" 36 12.206
48.64 12.506 0 33 "M" "H" 1 51 88 "N" "N" 36 12.165
49.206 12.301 1 45 "F" "M" 1 216 230 "Y" "E" 36 12.301
46.714 11.918 1 24 "F" "M" 1 11 180 "Y" "N" 36 11.678
51.175 12.794 0 41 "M" "M" 2 156 60 "Y" "N" 36 12.794
41.236 10.309 0 37 "M" "M" 1 13 72 "Y" "N" 36 10.309
46.052 11.513 1 48 "F" "M" 2 41 281 "N" "N" 36 11.513
47.674 11.918 0 44 "F" "H" 0 105 30 "Y" "N" 36 11.918
44.625 11.156 0 22 "M" "M" 0 7 84 "Y" "N" 36 11.156
50.486 12.899 1 51 "F" "M" 0 83 84 "Y" "N" 36 12.622
44.008 11.002 0 25 "F" "H" 0 33 1 "N" "N" 36 11.002
46.052 11.513 0 27 "F" "S" 0 54 30 "Y" "N" 36 11.513
51.597 12.899 1 43 "M" "H" 1 10 48 "Y" "N" 36 12.899
44.329 11.513 0 51 "F" "M" 1 6 176 "Y" "E" 36 11.086
51.597 12.899 0 52 "M" "H" 2 86 151 "Y" "N" 36 12.899
48.824 12.206 0 29 "F" "M" 1 30 131 "Y" "E" 36 12.206
43.854 11.156 0 29 "M" "M" 0 4 4 "Y" "N" 36 10.964
51.392 12.848 1 35 "M" "H" 0 19 140 "N" "N" 36 12.848
45.54 11.408 0 33 "F" "H" 1 81 18 "Y" "E" 36 11.392
45.376 11.513 1 29 "M" "M" 1 4 8 "N" "N" 36 11.344
51.597 12.899 1 44 "F" "H" 1 19 276 "Y" "N" 36 12.899
48.174 12.044 0 38 "M" "M" 2 36 60 "N" "N" 36 12.044
42.946 10.82 1 25 "F" "M" 1 69 120 "Y" "N" 36 10.747
48.381 12.095 0 40 "M" "M" 0 244 231 "Y" "E" 36 12.095
46.781 11.695 0 39 "F" "M" 0 14 18 "Y" "N" 36 11.695
36.42 12.31 0 24 "M" "H" 0 22 19 "N" "N" 36 9.105
46.052 11.513 1 48 "F" "N" 3 59 155 "Y" "N" 36 11.513
50.886 12.899 0 26 "F" "H" 0 56 132 "Y" "N" 36 12.721
46.781 11.695 0 51 "F" "H" 3 168 24 "Y" "N" 36 11.695
44.329 11.082 0 33 "F" "H" 1 168 29 "Y" "N" 36 11.082
47.932 11.983 0 27 "M" "H" 0 11 4 "N" "N" 36 11.983
45.761 11.695 0 47 "F" "M" 4 336 12 "Y" "N" 36 11.448
51.597 12.899 0 25 "M" "H" 1 12 120 "Y" "N" 36 12.899
54.369 13.592 1 47 "M" "H" 1 60 120 "Y" "E" 36 13.592
45.63 11.408 0 44 "F" "H" 0 128 156 "Y" "E" 36 11.408
47.674 11.918 0 56 "M" "M" 2 11 225 "N" "N" 36 11.918
51.597 12.899 1 46 "M" "H" 2 18 222 "Y" "N" 36 12.899
49.445 12.429 0 51 "F" "H" 1 37 420 "Y" "N" 36 12.361
50.446 12.612 0 27 "M" "H" 0 22 134 "N" "E" 36 12.612
50.729 12.766 0 32 "F" "H" 1 59 81 "Y" "N" 36 12.685
43.279 10.82 1 33 "M" "H" 1 32 120 "N" "N" 36 10.82
47.674 11.918 0 28 "M" "H" 0 41 133 "Y" "N" 36 11.918
46.433 11.608 0 31 "M" "H" 1 30 30 "N" "N" 36 11.608
48.174 12.044 0 28 "F" "N" 1 96 336 "Y" "N" 36 12.044
51.063 12.766 0 34 "F" "H" 1 5 171 "Y" "N" 36 12.766
46.781 11.695 1 33 "M" "H" 0 4 216 "Y" "N" 36 11.695
47.674 11.918 0 43 "F" "H" 2 8 52 "Y" "N" 36 11.918
45.159 11.29 0 35 "M" "M" 0 17 360 "Y" "N" 36 11.29
46.052 11.513 0 24 "M" "H" 0 11 298 "Y" "N" 36 11.513
47.932 11.983 0 22 "M" "M" 0 21 180 "Y" "N" 36 11.983
51.131 12.899 1 42 "M" "M" 2 11 176 "Y" "N" 36 12.784
47.674 11.918 0 46 "F" "H" 2 56 252 "Y" "N" 36 11.918
46.433 11.608 0 25 "F" "M" 2 29 36 "N" "N" 36 11.608
50.446 12.612 1 28 "M" "M" 0 45 24 "N" "N" 36 12.612
47.674 11.918 1 21 "F" "H" 0 13 83 "Y" "E" 36 11.918
44.008 11.002 0 43 "F" "M" 2 48 180 "Y" "E" 36 11.002
47.398 11.983 0 27 "M" "N" 0 6 12 "Y" "N" 36 11.854
43.66 10.915 0 49 "F" "M" 2 7 216 "Y" "N" 36 10.915
50.446 12.612 0 48 "M" "H" 3 20 144 "Y" "N" 36 12.612
38.463 12.821 0 43 "M" "H" 0 20 60 "Y" "N" 36 9.616
46.781 11.695 1 33 "M" "H" 2 23 207 "N" "N" 36 11.695
50.473 12.899 0 48 "M" "H" 2 6 228 "Y" "N" 36 12.62
47.674 11.918 0 44 "M" "M" 1 15 288 "Y" "N" 36 11.918
44.008 11.002 0 47 "F" "M" 2 23 16 "N" "N" 36 11.002
47.101 11.775 0 22 "M" "M" 1 52 15 "Y" "N" 36 11.775
46.052 11.513 0 29 "F" "H" 1 63 24 "Y" "N" 36 11.513
48.403 12.101 0 36 "M" "H" 1 36 96 "N" "N" 36 12.101
47.674 11.918 0 35 "M" "M" 1 7 197 "Y" "N" 36 11.918
44.625 11.156 0 37 "M" "M" 1 9 121 "Y" "N" 36 11.156
46.052 11.513 0 36 "F" "M" 1 12 72 "Y" "N" 36 11.513
48.764 12.206 0 35 "M" "H" 2 23 47 "Y" "N" 36 12.191
47.398 11.849 1 33 "M" "N" 2 58 84 "N" "N" 36 11.849
48.824 12.206 0 36 "M" "M" 1 12 180 "N" "N" 36 12.206
43.279 10.82 0 36 "F" "H" 2 35 151 "Y" "N" 36 10.82
46.781 11.695 0 34 "M" "H" 2 9 89 "Y" "N" 36 11.695
44.008 11.002 0 34 "M" "H" 1 76 165 "N" "E" 36 11.002
46.322 11.918 1 41 "F" "M" 1 23 128 "N" "N" 36 11.589
44.39 11.156 1 25 "M" "N" 1 50 29 "Y" "N" 36 11.102
51.063 12.766 0 40 "M" "M" 1 10 120 "Y" "N" 36 12.766
51.597 12.899 0 43 "F" "H" 1 101 30 "Y" "N" 36 12.899
49.038 12.612 0 38 "M" "H" 2 19 130 "Y" "N" 36 12.264
51.597 12.899 0 43 "M" "S" 2 98 112 "Y" "N" 36 12.899
41.236 10.309 0 35 "F" "M" 2 77 15 "Y" "N" 36 10.309
46.052 11.513 0 49 "M" "M" 2 24 108 "Y" "E" 36 11.513
47.674 11.918 0 34 "F" "H" 1 76 140 "Y" "N" 36 11.918
48.824 12.206 1 44 "F" "M" 1 23 82 "Y" "N" 36 12.206
47.398 11.918 0 24 "F" "H" 0 16 78 "Y" "N" 36 11.857
46.052 11.513 1 29 "F" "H" 1 39 15 "Y" "N" 36 11.513
48.824 12.206 0 29 "F" "H" 0 8 63 "Y" "N" 36 12.206
47.252 11.813 1 27 "M" "H" 1 36 30 "Y" "E" 36 11.813
49.874 12.468 1 28 "M" "N" 0 31 89 "Y" "N" 36 12.468
47.674 11.918 0 44 "M" "H" 2 11 7 "Y" "N" 36 11.918
50.041 12.543 1 36 "F" "H" 1 13 238 "Y" "N" 36 12.51
44.008 11.002 0 32 "F" "M" 0 42 28 "Y" "N" 36 11.002
49.206 12.301 0 37 "F" "P" 1 99 120 "Y" "E" 36 12.301
47.674 11.918 0 52 "F" "M" 2 24 204 "Y" "N" 36 11.918
50.269 12.612 0 38 "F" "H" 1 101 96 "N" "E" 36 12.569
50.446 12.612 1 29 "M" "M" 1 3 72 "Y" "N" 36 12.612
46.052 11.513 0 23 "F" "H" 0 11 283 "Y" "N" 36 11.513
51.063 12.766 0 46 "M" "H" 2 41 166 "Y" "N" 36 12.766
48.824 12.206 0 54 "M" "H" 2 50 65 "Y" "N" 36 12.206
48.824 12.206 1 23 "M" "M" 0 19 234 "Y" "N" 36 12.206
45.159 11.513 0 41 "M" "M" 1 46 18 "Y" "N" 36 11.341
46.052 11.513 0 51 "M" "M" 1 293 174 "Y" "N" 36 11.513
52.489 13.122 0 47 "M" "H" 2 6 132 "N" "N" 36 13.122
51.597 12.899 0 54 "M" "H" 2 73 48 "Y" "N" 36 12.899
45.354 11.918 0 33 "M" "M" 1 19 84 "N" "N" 36 11.34
46.052 11.513 1 35 "F" "N" 1 16 7 "Y" "N" 36 11.513
47.674 11.918 0 25 "M" "H" 0 39 17 "N" "N" 36 11.918
48.824 12.206 0 38 "F" "N" 1 43 72 "Y" "N" 36 12.206
47.674 11.918 0 22 "M" "N" 0 20 96 "N" "N" 36 11.918
53.014 13.253 0 29 "F" "N" 0 5 353 "Y" "N" 36 13.253
45.159 11.29 1 22 "M" "M" 0 46 24 "N" "N" 36 11.29
46.052 11.513 0 25 "M" "H" 0 65 108 "Y" "N" 36 11.513
49.717 12.429 0 41 "M" "S" 2 3 93 "Y" "N" 36 12.429
50.446 12.612 0 23 "F" "H" 0 15 72 "Y" "N" 36 12.612
46.052 11.513 1 25 "M" "N" 0 11 36 "Y" "N" 36 11.513
51.063 12.766 0 55 "M" "M" 2 24 288 "Y" "N" 36 12.766
40.96 10.24 1 22 "M" "M" 0 23 95 "Y" "N" 36 10.24
49.717 12.429 0 33 "M" "M" 1 19 1 "Y" "N" 36 12.429
48.403 12.101 0 31 "M" "H" 1 41 360 "Y" "N" 36 12.101
44.008 11.002 1 22 "M" "M" 0 15 6 "N" "N" 36 11.002
54.369 13.592 0 32 "M" "H" 2 25 24 "Y" "E" 36 13.592
49.401 12.635 0 36 "M" "H" 2 12 36 "Y" "N" 36 12.353
50.269 12.612 1 29 "M" "H" 0 27 36 "Y" "N" 36 12.569
48.661 12.206 1 31 "M" "H" 1 29 12 "Y" "E" 36 12.166
48.824 12.206 0 45 "M" "H" 1 49 14 "Y" "N" 36 12.206
51.063 12.766 0 43 "M" "S" 3 12 98 "Y" "N" 36 12.766
51.597 12.899 0 53 "M" "H" 1 45 228 "Y" "N" 36 12.899
45.718 11.513 0 38 "F" "N" 1 11 154 "Y" "N" 36 11.433
47.932 11.983 1 25 "M" "P" 0 42 85 "Y" "N" 36 11.983
48.174 12.206 1 49 "F" "H" 1 102 396 "Y" "N" 36 12.09
49.717 12.429 0 34 "F" "H" 0 23 156 "Y" "N" 36 12.429
51.231 12.899 0 34 "F" "H" 2 6 228 "Y" "N" 36 12.809
51.597 12.899 0 30 "F" "H" 0 31 97 "Y" "E" 36 12.899
51.392 12.848 0 36 "M" "M" 2 36 123 "N" "E" 36 12.848
44.008 11.918 1 52 "F" "M" 0 36 48 "Y" "N" 36 11.077
46.781 11.695 1 23 "F" "N" 0 18 76 "Y" "N" 36 11.695
42.858 10.714 0 48 "M" "M" 1 84 120 "Y" "N" 36 10.714
45.996 11.608 0 46 "F" "H" 2 71 19 "Y" "N" 36 11.499
43.803 11.002 0 34 "F" "M" 1 189 27 "Y" "N" 36 10.961
49.619 12.506 0 33 "F" "M" 0 32 200 "Y" "N" 36 12.405
50.446 12.612 1 31 "M" "M" 1 59 84 "Y" "N" 36 12.612
54.268 13.592 0 37 "M" "H" 2 24 2 "Y" "N" 36 13.57
47.674 11.918 0 47 "M" "H" 2 36 157 "Y" "N" 36 11.918
51.597 12.899 0 45 "M" "H" 2 60 65 "Y" "N" 36 12.899
44.625 11.156 0 51 "F" "M" 2 179 240 "N" "N" 36 11.156
50.446 12.612 0 27 "F" "H" 1 14 24 "N" "N" 36 12.612
42.387 12.206 1 51 "F" "H" 1 184 276 "Y" "N" 36 10.615
46.781 11.695 1 49 "F" "H" 2 220 254 "Y" "N" 36 11.695
45.159 11.29 0 29 "M" "M" 1 49 13 "N" "N" 36 11.29
